Category,category image name,Level,Filename,English,fr,nl,de,it,es,ru,ko,zh-CN,ja
Nature & Environment,CategoryNature.png,4,volcano.jpg,volcano,volcan,vulkaan,Vulkan,vulcano,volcán,вулкан,화산,火山,火山
Nature & Environment,CategoryNature.png,4,iceberg.jpg,iceberg,iceberg,ijsberg,Eisberg,iceberg,iceberg,айсберг,빙산,冰山,氷山
Nature & Environment,CategoryNature.png,4,tornado.jpg,tornado,tornade,tornado,Tornado,tornado,tornado,торнадо,폭풍,龙卷风,竜巻
Nature & Environment,CategoryNature.png,4,earthquake.jpg,earthquake,tremblement de terre,aardbeving,Erdbeben,terremoto,terremoto,землетрясение,지진,地震,地震
Nature & Environment,CategoryNature.png,4,galaxy.jpg,galaxy,galaxie,sterrenstelsel,Galaxis,galassia,galaxia,галактика,은하,星系,銀河
Nature & Environment,CategoryNature.png,4,comet.jpg,comet,comète,komeet,Komet,cometa,cometa,комета,혜성,彗星,彗星
Nature & Environment,CategoryNature.png,4,pebble.jpg,pebble,caillou,kiezelsteen,Kiesel,ciottolo,guijarro,галька,다루기 완고한 동물,卵石,小石
Nature & Environment,CategoryNature.png,4,moss.jpg,moss,mousse,mos,Moos,muschio,musgo,мох,이끼,苔藓,苔
Nature & Environment,CategoryNature.png,4,glacier.jpg,glacier,glacier,gletsjer,Gletscher,ghiacciaio,glaciar,ледник,빙하,冰川,氷河
Nature & Environment,CategoryNature.png,4,coral.jpg,coral,corail,koraal,Koralle,corallo,coral,коралл,산호,珊瑚,コーラル
Professions,CategoryProfessions.png,5,surgeon.jpg,surgeon,chirurgien,chirurg,Chirurg,chirurgo,cirujano,хирург,외과 의사,外科医生,外科医
Professions,CategoryProfessions.png,5,therapist.jpg,therapist,thérapeute,therapeut,Therapeut,terapista,terapeuta,терапевт,치료사,治疗师,セラピスト
Professions,CategoryProfessions.png,5,psychologist.jpg,psychologist,psychologue,psycholoog,Psychologe,psicologo,psicólogo,психолог,심리학자,心理学家,心理学者
Professions,CategoryProfessions.png,5,psychiatrist.jpg,psychiatrist,psychiatre,psychiater,Psychiater,psichiatra,psiquiatra,психиатр,정신과 의사,精神科医生,精神科医
Professions,CategoryProfessions.png,5,pediatrician.jpg,pediatrician,pédiatre,kinderarts,Kinderarzt,pediatra,pediatra,педиатр,소아과 의사,儿科医生,小児科医
Professions,CategoryProfessions.png,5,optometrist.jpg,optometrist,optométriste,optometrist,Optiker,optometrista,optometrista,оптометрист,검안사,验光师,検眼医
Professions,CategoryProfessions.png,5,dermatologist.jpg,dermatologist,dermatologue,dermatoloog,Dermatologe,dermatologo,dermatólogo,дерматолог,피부과 전문의,皮肤科医生,皮膚科医
Professions,CategoryProfessions.png,5,cardiologist.jpg,cardiologist,cardiologue,cardioloog,Kardiologe,cardiologo,cardiólogo,кардиолог,심장 전문의,心脏病专家,心臓専門医
Professions,CategoryProfessions.png,5,barista.jpg,barista,barista,barista,Barista,barista,barista,бариста,바리스타,咖啡师,バリスタ
Professions,CategoryProfessions.png,5,sommelier.jpg,sommelier,sommelier,sommelier,Sommelier,sommelier,sumiller,сомелье,소믈리에,侍酒师,ソムリエ
Clothing & Accessories,CategoryClothing.png,5,tuxedo.jpg,tuxedo,smoking,smoking,Smoking,smoking,smoking,смокинг,턱시도,燕尾服,タキシード
Clothing & Accessories,CategoryClothing.png,5,cufflinks.jpg,cufflinks,boutons de manchette,manchetknopen,Manschettenknöpfe,gemelli,gemelos,запонки,커프스 링크,袖扣,カフスボタン
Clothing & Accessories,CategoryClothing.png,5,suspenders.jpg,suspenders,bretelles,bretels,Hosenträger,bretelle,tirantes,подтяжки,멜빵,吊带,サスペンダー
Clothing & Accessories,CategoryClothing.png,5,trenchcoat.jpg,trenchcoat,trench-coat,trenchcoat,Trenchcoat,trench,gabardina,плащ,트렌치코트,风衣,トレンチコート
Clothing & Accessories,CategoryClothing.png,5,parka.jpg,parka,parka,parka,Parka,parka,anorak,парка,파카,派克大衣,パーカー
Clothing & Accessories,CategoryClothing.png,5,windbreaker.jpg,windbreaker,coupe-vent,windjak,Windjacke,giacca a vento,cortavientos,ветровка,윈드 브레이커,风衣,ウインドブレーカー
Clothing & Accessories,CategoryClothing.png,5,poncho.jpg,poncho,poncho,poncho,Poncho,poncho,poncho,пончо,판초,雨披,ポンチョ
Clothing & Accessories,CategoryClothing.png,5,leggings.jpg,leggings,guêtres,leggings,Gamaschen,ghette,polainas,леггинсы,레깅스,绑腿,レギンス
Clothing & Accessories,CategoryClothing.png,5,pantyhose.jpg,pantyhose,collants,panty,Strumpfhose,collant,pantys,колготки,팬티스타킹,连裤袜,パンスト
Clothing & Accessories,CategoryClothing.png,5,kimono.jpg,kimono,kimono,kimono,Kimono,kimono,kimono,кимоно,키모노,和服,着物
Clothing & Accessories,CategoryClothing.png,5,sari.jpg,sari,sari,sari,Sari,sari,sari,сари,사리,纱丽,サリー
Clothing & Accessories,CategoryClothing.png,5,kilt.jpg,kilt,kilt,kilt,Kilt,kilt,falda escocesa,килт,킬트,短裙,キルト
Clothing & Accessories,CategoryClothing.png,5,toga.jpg,toga,toge,toga,Toga,toga,toga,тога,예복,长袍,トーガ
Clothing & Accessories,CategoryClothing.png,5,sombrero.jpg,sombrero,sombrero,sombrero,Sombrero,sombrero,sombrero,сомбреро,솜브레로,阔边帽,ソンブレロ
Clothing & Accessories,CategoryClothing.png,5,fedora.jpg,fedora,feutre,gleufhoed,Fedora,cappello di feltro,sombrero de fieltro,шляпа-федора,페도라,软呢帽,フェドーラ帽
Clothing & Accessories,CategoryClothing.png,5,beret.jpg,beret,béret,baret,Baskenmütze,berretto,boina,берет,베레모,贝雷帽,ベレー
Clothing & Accessories,CategoryClothing.png,5,bandana.jpg,bandana,bandana,bandana,Bandana,bandana,pañuelo,бандана,두건,头巾,バンダナ
Clothing & Accessories,CategoryClothing.png,5,visor.jpg,visor,visière,vizier,Visier,visiera,visera,козырек,챙,遮阳板,バイザー
Technology & Electronics,CategoryTech.png,6,server.jpg,server,serveur,server,Server,server,servidor,сервер,섬기는 사람,服务器,サーバ
Technology & Electronics,CategoryTech.png,6,microchip.jpg,microchip,puce,microchip,Mikrochip,microchip,pastilla,микрочип,마이크로칩,微芯片,マイクロチップ
Technology & Electronics,CategoryTech.png,6,processor.jpg,processor,processeur,verwerker,Prozessor,processore,procesador,процессор,프로세서,处理器,プロセッサー
Technology & Electronics,CategoryTech.png,6,motherboard.jpg,motherboard,carte mère,moederbord,Hauptplatine,scheda madre,placa madre,материнская плата,마더보드,母板,マザーボード
Technology & Electronics,CategoryTech.png,6,usb.jpg,usb,USB,usb,USB,USB,USB,USB,USB,USB,USB
Technology & Electronics,CategoryTech.png,6,antenna.jpg,antenna,antenne,antenne,Antenne,antenna,antena,антенна,안테나,天线,アンテナ
Technology & Electronics,CategoryTech.png,6,software.jpg,software,logiciel,software,Software,software,software,программное обеспечение,소프트웨어,软件,ソフトウェア
Technology & Electronics,CategoryTech.png,6,hardware.jpg,hardware,matériel,hardware,Hardware,hardware,hardware,аппаратное обеспечение,하드웨어,硬件,ハードウェア
Musical Instruments,CategoryMusic.png,6,theremin.jpg,theremin,thérémine,daarmin,Theremin,theremin,teremín,терменвокс,테레민,特雷门琴,テルミン
Health & Medicine,CategoryHealth.png,6,pacemaker.jpg,pacemaker,stimulateur cardiaque,pacemaker,Schrittmacher,pacemaker,marcapasos,кардиостимулятор,맥박 조정 장치,起搏器,ペースメーカー
Health & Medicine,CategoryHealth.png,6,defibrillator.jpg,defibrillator,défibrillateur,defibrillator,Defibrillator,defibrillatore,desfibrilador,дефибриллятор,제세동기,除颤器,除細動器
Health & Medicine,CategoryHealth.png,6,ultrasound.jpg,ultrasound,ultrason,echografie,Ultraschall,ultrasuoni,ultrasonido,УЗИ,초음파,超声波,超音波
Health & Medicine,CategoryHealth.png,6,mri.jpg,mri,IRM,MRI,mri,mri,resonancia magnética,МРТ,MRI,磁共振成像,ミスターリー
Health & Medicine,CategoryHealth.png,6,xray.jpg,xray,radiographie,röntgenfoto,Röntgen,raggi X,radiografía,рентген,엑스레이,X射线,X線
